,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.6651041666666666,0.8473527830628633,0.9081352230539084,10.80886197090149,6.56018,40.0,1.0
1,2,0.6651041666666666,0.8473527830628633,0.9081352230539088,0.00028896331787109375,6.56018,40.0,1.0
2,MapOutlier,,,,0.0,6.56018,,
3,Avedmat,,,,0.0005297660827636719,,,
