,Method,Qlocal,Qglobal,Corr
0,DiffMap,0.40234171311851624,0.753844976560042,0.4674565883019485
1,t-sne,0.49861597265906243,0.717358597907786,0.5528356398800253
2,umap,0.5510399407657363,0.7653466253535814,0.618429857893092
3,PCA,0.4080466684329845,0.7924812472008053,0.8143258297260745
4,ForceAtlas2,0.4296841206241637,0.7159839468047781,0.5217236893021232
