,Method,Qlocal,Qglobal,Corr
0,DiffMap,0.36227753105503274,0.7117168966928322,0.1948861512489632
1,t-sne,0.49861597265906243,0.717358597907786,0.5528356398800253
2,umap,0.5123711316675976,0.7441242823952119,0.5875933561044748
3,PCA,0.37227178331803146,0.7918126994835489,0.7559406012808575
4,ForceAtlas2,0.4296841206241637,0.7159839468047781,0.5217236893021232
