,Method,Qlocal,Qglobal,Corr
0,DiffMap,0.5345274104913506,0.8620352541033781,0.8059271398822395
1,t-sne,0.6034463232617333,0.887642302576971,0.8945868545566775
2,umap,0.6104498329403533,0.9072445918402915,0.914006425602386
3,PCA,0.532284229737608,0.9070199245019621,0.8997850199337903
4,ForceAtlas2,0.555717615576337,0.9039488964880001,0.9111742856718993
