,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.84,0.9267331159897891,0.9961023960335228,6.486660480499268,5.06472,50.0,1.0
1,2,0.6708845431164567,0.8398877363621129,0.969919454880754,368.49836254119873,5.06472,50.0,300.0
2,MapOutlier,,,,0.0,5.06472,,
3,Avedmat,,,,0.011219978332519531,,,
