method,dim,lineage,corr_gen,corr_ap,local-global,local-global-num
PCA,7,ABpxppap,-0.7283699284816655,-0.40851944772186144,local,4
PCA,7,ABpxppaa,-0.7246042455628143,-0.87843925990852,local,4
PCA,7,ABpxpaap,-0.7034798459383282,-0.9032957382055578,local,4
PCA,7,ABpxpaaa,-0.748439454005287,-0.9253627716801268,local,4
PCA,7,ABpxp,-0.22811770470881942,-0.30219217809665944,global,1
PCA,7,ABpxpp,-0.5801879305751402,-0.7555846550406131,global,2
PCA,7,ABpxpa,-0.6587822356264288,-0.7862861334177892,global,2
PCA,7,ABpxppp,-0.6495864238991014,-0.5316532338030628,global,3
PCA,7,ABpxppa,-0.647816671047492,-0.834319674629679,global,3
PCA,7,ABpxpap,-0.6312669979026455,-0.8189338120900389,global,3
PCA,7,ABpxpaa,-0.6722055560532211,-0.5552767221454151,global,3
PCA,7,ABpxpppp,-0.7523049955481211,-0.6674957259552139,local,4
PCA,7,ABpxpppa,-0.6762835445088616,-0.7460430108084153,local,4
PCA,7,ABpxppap,-0.7363278271682581,-0.36686919874340507,local,4
PCA,7,ABpxppaa,-0.7389583330270807,-0.8884474252452075,local,4
PCA,7,ABpxpaap,-0.717469826079738,-0.9044666352806944,local,4
PCA,7,ABpxpaaa,-0.6997689032781722,-0.9310176533277632,local,4
PCA,7,ABpxp,-0.36750600732203437,-0.20633433539486148,global,1
PCA,7,ABpxpp,-0.5345560123825603,-0.7125064123375072,global,2
PCA,7,ABpxpa,-0.6105870795419873,-0.7507692200409836,global,2
PCA,7,ABpxppp,-0.5107271669165137,-0.5466732903764341,global,3
PCA,7,ABpxppa,-0.5274838603406252,-0.8169066198285347,global,3
PCA,7,ABpxpap,-0.6728979259423518,-0.7992567343250754,global,3
PCA,7,ABpxpaa,-0.6983051094065158,-0.541103868995401,global,3
PCA,7,ABpxpppp,-0.6944470530751738,-0.6916945770277996,local,4
PCA,7,ABpxpppa,-0.6665444376404982,-0.7782376429705186,local,4
PCA,7,ABpxppap,-0.7036580578388845,-0.3308459325923633,local,4
PCA,7,ABpxppaa,-0.7454153504940042,-0.8865851947523427,local,4
PCA,7,ABpxpaap,-0.6763281923505475,-0.8845295489432509,local,4
PCA,7,ABpxpaaa,-0.7467548787545002,-0.9305193842476195,local,4
PCA,7,ABpxp,-0.4813864675505948,-0.20511959747833294,global,1
PCA,7,ABpxpp,-0.5942284009217436,-0.7403795406255018,global,2
PCA,7,ABpxpa,-0.6520952339406249,-0.7790532657521436,global,2
PCA,7,ABpxppp,-0.6708839995084237,-0.5652223923823008,global,3
PCA,7,ABpxppa,-0.6744450005981045,-0.7991096702284789,global,3
PCA,7,ABpxpap,-0.5824846586756656,-0.818764584334178,global,3
PCA,7,ABpxpaa,-0.7152136315267423,-0.6493977409553299,global,3
PCA,7,ABpxpppp,-0.6835672046983549,-0.6838151541049222,local,4
PCA,7,ABpxpppa,-0.6892472063999306,-0.76387438241612,local,4
PCA,7,ABpxppap,-0.7044750816778134,-0.34142307344083533,local,4
PCA,7,ABpxppaa,-0.7501839795076992,-0.8764906907377731,local,4
PCA,7,ABpxpaap,-0.7030245661290786,-0.8946691199924495,local,4
PCA,7,ABpxpaaa,-0.6715325486139517,-0.93093787224045,local,4
PCA,7,ABpxp,-0.4511611799789567,-0.13283300506840326,global,1
PCA,7,ABpxpp,-0.4678700551666904,-0.7415372397784422,global,2
PCA,7,ABpxpa,-0.5798793779137181,-0.737928769934752,global,2
PCA,7,ABpxppp,-0.6395899146738012,-0.5365550419118501,global,3
PCA,7,ABpxppa,-0.6228868512926629,-0.8269473936170324,global,3
PCA,7,ABpxpap,-0.6706259137191243,-0.8091664900678728,global,3
PCA,7,ABpxpaa,-0.7414832024257358,-0.5744209441771219,global,3
PCA,7,ABpxpppp,-0.6688319793961237,-0.6420767287111551,local,4
PCA,7,ABpxpppa,-0.7162416067575224,-0.7889394139685255,local,4
PCA,7,ABpxppap,-0.7272883288048143,-0.37660475712153546,local,4
PCA,7,ABpxppaa,-0.756924466167895,-0.8788775426227935,local,4
PCA,7,ABpxpaap,-0.7211927022207594,-0.9017747638217107,local,4
PCA,7,ABpxpaaa,-0.6967140422600655,-0.9195149971911789,local,4
PCA,7,ABpxp,-0.49060156760170487,-0.2457915911833458,global,1
PCA,7,ABpxpp,-0.6423094590274404,-0.700648579220562,global,2
PCA,7,ABpxpa,-0.6909377633318984,-0.8052013473321079,global,2
PCA,7,ABpxppp,-0.620231174625067,-0.4894953485856788,global,3
PCA,7,ABpxppa,-0.6837342790718756,-0.8101015735678015,global,3
PCA,7,ABpxpap,-0.5638549552200617,-0.7959470462582373,global,3
PCA,7,ABpxpaa,-0.7205033390140507,-0.6175019565640629,global,3
PCA,7,ABpxpppp,-0.6801577212887353,-0.6454751539588813,local,4
PCA,7,ABpxpppa,-0.729336174020154,-0.7874553976390568,local,4
PCA,7,ABpxppap,-0.7288395614283455,-0.35073036870795093,local,4
PCA,7,ABpxppaa,-0.7587825724482606,-0.8822334693017874,local,4
PCA,7,ABpxpaap,-0.7123694802110825,-0.8938333065567102,local,4
PCA,7,ABpxpaaa,-0.6968207383653686,-0.9277126263311017,local,4
PCA,7,ABpxp,-0.4630190038231178,-0.4134351037596168,global,1
PCA,7,ABpxpp,-0.511884180850391,-0.7550574700875959,global,2
PCA,7,ABpxpa,-0.62607721593726,-0.7597894399849496,global,2
PCA,7,ABpxppp,-0.5795932971530066,-0.5467260579591171,global,3
PCA,7,ABpxppa,-0.6392788298616762,-0.7751634316552078,global,3
PCA,7,ABpxpap,-0.5959237115633242,-0.8016143511125969,global,3
PCA,7,ABpxpaa,-0.6957681937417565,-0.6242313367116136,global,3
PCA,7,ABpxpppp,-0.666446658900332,-0.6268407139153269,local,4
PCA,7,ABpxpppa,-0.7137149331262806,-0.7716821931847341,local,4
PCA,7,ABpxppap,-0.7144867085514924,-0.3745434659404784,local,4
PCA,7,ABpxppaa,-0.7229787280893272,-0.8874183416419746,local,4
PCA,7,ABpxpaap,-0.6818923843182212,-0.8846790042980177,local,4
PCA,7,ABpxpaaa,-0.6998435979672282,-0.9303002365537305,local,4
PCA,7,ABpxp,-0.3176165526216365,-0.2689695026595141,global,1
PCA,7,ABpxpp,-0.5965061680398942,-0.7226374581662294,global,2
PCA,7,ABpxpa,-0.7305226226404843,-0.7665019790093358,global,2
PCA,7,ABpxppp,-0.6094879662173969,-0.49001785887274313,global,3
PCA,7,ABpxppa,-0.6277544250213444,-0.7923597945722769,global,3
PCA,7,ABpxpap,-0.5918374868455313,-0.8351014160190126,global,3
PCA,7,ABpxpaa,-0.694283730535216,-0.6354793176228799,global,3
PCA,7,ABpxpppp,-0.6267361178338586,-0.6509682650092135,local,4
PCA,7,ABpxpppa,-0.7072474684119427,-0.7843973234583141,local,4
PCA,7,ABpxppap,-0.6999116695269001,-0.39224290637534054,local,4
PCA,7,ABpxppaa,-0.7369487670449796,-0.8707170543439772,local,4
PCA,7,ABpxpaap,-0.7215306348135109,-0.8956259585354169,local,4
PCA,7,ABpxpaaa,-0.6947433017223745,-0.9289941582354491,local,4
PCA,7,ABpxp,-0.30385323480333365,-0.11120690256916646,global,1
PCA,7,ABpxpp,-0.5777371686384059,-0.7517184946112268,global,2
PCA,7,ABpxpa,-0.5811954139349095,-0.6980829224522028,global,2
PCA,7,ABpxppp,-0.6432600697195487,-0.5624611085065898,global,3
PCA,7,ABpxppa,-0.607100933899295,-0.7925630106881828,global,3
PCA,7,ABpxpap,-0.702694698035156,-0.8648159115253131,global,3
PCA,7,ABpxpaa,-0.7020174953116286,-0.5413744944144165,global,3
PCA,7,ABpxpppp,-0.6581680151158468,-0.7007247039821459,local,4
PCA,7,ABpxpppa,-0.7013251360426462,-0.7663947860161887,local,4
PCA,7,ABpxppap,-0.730484535011795,-0.3459122287881181,local,4
PCA,7,ABpxppaa,-0.7371465638497524,-0.8812367028383785,local,4
PCA,7,ABpxpaap,-0.7184914246679021,-0.8924477532259851,local,4
PCA,7,ABpxpaaa,-0.7044420018849737,-0.9210408197332274,local,4
PCA,7,ABpxp,-0.5243037297652982,-0.5091916501494433,global,1
PCA,7,ABpxpp,-0.5460568545918354,-0.7582918455583898,global,2
PCA,7,ABpxpa,-0.647101840973172,-0.7401800900894615,global,2
PCA,7,ABpxppp,-0.6654344801411509,-0.5040919235340047,global,3
PCA,7,ABpxppa,-0.6699396201757475,-0.8011860762653682,global,3
PCA,7,ABpxpap,-0.6696910928340558,-0.8269186271208042,global,3
PCA,7,ABpxpaa,-0.7383058000382162,-0.5425559757717151,global,3
PCA,7,ABpxpppp,-0.7142873147242206,-0.6601656900422508,local,4
PCA,7,ABpxpppa,-0.7033564271009783,-0.7826402191790142,local,4
PCA,7,ABpxppap,-0.7604259835505337,-0.4187271527017171,local,4
PCA,7,ABpxppaa,-0.750946831094116,-0.8714295436895775,local,4
PCA,7,ABpxpaap,-0.7300857174344346,-0.8896553969451854,local,4
PCA,7,ABpxpaaa,-0.7219371715608314,-0.9184221298046061,local,4
PCA,7,ABpxp,-0.5893813000299006,-0.30573546584127054,global,1
PCA,7,ABpxpp,-0.5172037052455727,-0.7750620045113288,global,2
PCA,7,ABpxpa,-0.6955611565534646,-0.7202046965778814,global,2
PCA,7,ABpxppp,-0.5450424351194729,-0.478063086144105,global,3
PCA,7,ABpxppa,-0.623900607232835,-0.803593632173191,global,3
PCA,7,ABpxpap,-0.6018190064603294,-0.823426436631607,global,3
PCA,7,ABpxpaa,-0.6829142245375588,-0.5666961956059486,global,3
PCA,7,ABpxpppp,-0.6970739351358155,-0.613061967152236,local,4
PCA,7,ABpxpppa,-0.7313014822163558,-0.764648321017619,local,4
PCA,7,ABpxppap,-0.6758094889275017,-0.3561346999103223,local,4
PCA,7,ABpxppaa,-0.7459713487909775,-0.8839645131046574,local,4
PCA,7,ABpxpaap,-0.7320900709946692,-0.896041207857927,local,4
PCA,7,ABpxpaaa,-0.7230886629175297,-0.9199193749469016,local,4
PCA,7,ABpxp,-0.4022606152981484,-0.21600416852018928,global,1
PCA,7,ABpxpp,-0.586136063321838,-0.7828175608439988,global,2
PCA,7,ABpxpa,-0.7100810784859897,-0.7253173393343086,global,2
PCA,7,ABpxppp,-0.6322403170528712,-0.5207459462504918,global,3
PCA,7,ABpxppa,-0.6571572981790929,-0.7877266036659366,global,3
PCA,7,ABpxpap,-0.7295258273754972,-0.8478485868404825,global,3
PCA,7,ABpxpaa,-0.7021072794194364,-0.6551921910313422,global,3
PCA,7,ABpxpppp,-0.6929829353944127,-0.634219494773921,local,4
PCA,7,ABpxpppa,-0.6961542357213587,-0.783842619203584,local,4
PCA,7,ABpxppap,-0.711185080009884,-0.3428072124322592,local,4
PCA,7,ABpxppaa,-0.7566681573356072,-0.8860591405635687,local,4
PCA,7,ABpxpaap,-0.6995053856842344,-0.8964338558138802,local,4
PCA,7,ABpxpaaa,-0.7385773045370483,-0.9307001401312387,local,4
PCA,7,ABpxp,-0.16060824983464317,-0.25033534751284475,global,1
PCA,7,ABpxpp,-0.5365530137085215,-0.7779744674773807,global,2
PCA,7,ABpxpa,-0.6769705229714914,-0.7966498758526729,global,2
PCA,7,ABpxppp,-0.5785206000360474,-0.5446633218406751,global,3
PCA,7,ABpxppa,-0.6455910991962538,-0.8235941524068717,global,3
PCA,7,ABpxpap,-0.6998654691508395,-0.8509116362159617,global,3
PCA,7,ABpxpaa,-0.6526364339795697,-0.5679314885588845,global,3
PCA,7,ABpxpppp,-0.6749944347241044,-0.6642435704591816,local,4
PCA,7,ABpxpppa,-0.7106737627792842,-0.7506607886390613,local,4
PCA,7,ABpxppap,-0.7247694204993563,-0.37055177633168157,local,4
PCA,7,ABpxppaa,-0.6794526423101909,-0.8941870482986641,local,4
PCA,7,ABpxpaap,-0.7071665865457835,-0.8973831722831214,local,4
PCA,7,ABpxpaaa,-0.6840849613919175,-0.9291322897528589,local,4
PCA,7,ABpxp,-0.5710662120549888,-0.3234920597557125,global,1
PCA,7,ABpxpp,-0.5842579625213289,-0.7129157137943086,global,2
PCA,7,ABpxpa,-0.6397871899224066,-0.7704266574699542,global,2
PCA,7,ABpxppp,-0.5952975525682289,-0.6046993329640239,global,3
PCA,7,ABpxppa,-0.6230700437802389,-0.8122230426650096,global,3
PCA,7,ABpxpap,-0.642663755991393,-0.8349121508897974,global,3
PCA,7,ABpxpaa,-0.7426897510157241,-0.6552359522535562,global,3
PCA,7,ABpxpppp,-0.7209320550281098,-0.6092688497293239,local,4
PCA,7,ABpxpppa,-0.6921049387096407,-0.7815179891788322,local,4
PCA,7,ABpxppap,-0.7029687181264752,-0.381053306759112,local,4
PCA,7,ABpxppaa,-0.7212442433729823,-0.8816980035300341,local,4
PCA,7,ABpxpaap,-0.7321659575729814,-0.890716925129033,local,4
PCA,7,ABpxpaaa,-0.7338391610395556,-0.9311970930347374,local,4
PCA,7,ABpxp,-0.2889963857773211,-0.14469517295192294,global,1
PCA,7,ABpxpp,-0.5395925026485069,-0.7441200401034549,global,2
PCA,7,ABpxpa,-0.578277492869165,-0.7871095374762211,global,2
PCA,7,ABpxppp,-0.6249442310573359,-0.5179058628920197,global,3
PCA,7,ABpxppa,-0.6533340801216433,-0.788649906609069,global,3
PCA,7,ABpxpap,-0.5779153498255095,-0.8271948621699545,global,3
PCA,7,ABpxpaa,-0.6774379882632668,-0.5433305441669888,global,3
PCA,7,ABpxpppp,-0.6748310525990522,-0.6814862743340606,local,4
PCA,7,ABpxpppa,-0.6926138063595825,-0.7709329804598325,local,4
PCA,7,ABpxppap,-0.7332509653621264,-0.3605141456644845,local,4
PCA,7,ABpxppaa,-0.762493099123463,-0.88290514898097,local,4
PCA,7,ABpxpaap,-0.7206231635051117,-0.8938329830133013,local,4
PCA,7,ABpxpaaa,-0.7335774036919651,-0.9328008070012128,local,4
PCA,7,ABpxp,-0.4893550984363509,-0.24897972407091917,global,1
PCA,7,ABpxpp,-0.407787451936644,-0.727787212407629,global,2
PCA,7,ABpxpa,-0.686366097695066,-0.7841115292573995,global,2
PCA,7,ABpxppp,-0.664850363906068,-0.5750039802324902,global,3
PCA,7,ABpxppa,-0.6618474114202332,-0.8125540519609039,global,3
PCA,7,ABpxpap,-0.6587173418728814,-0.8315994457795429,global,3
PCA,7,ABpxpaa,-0.699242137133341,-0.6041350048368282,global,3
UMAP,7,ABpxpppp,-0.47206823127684805,-0.7651895084958188,local,4
UMAP,7,ABpxpppa,-0.6420676723225159,-0.8982904340872471,local,4
UMAP,7,ABpxppap,-0.6907398611892577,-0.9016593612320948,local,4
UMAP,7,ABpxppaa,-0.6150194400185396,-0.8884861017808496,local,4
UMAP,7,ABpxpaap,-0.7361982785985359,-0.9606931890155126,local,4
UMAP,7,ABpxpaaa,-0.556851452277991,-0.9562052405053098,local,4
UMAP,7,ABpxp,-0.3289651272541939,-0.3335397311880755,global,1
UMAP,7,ABpxpp,-0.634185019026344,-0.8245550592872652,global,2
UMAP,7,ABpxpa,-0.8501239556002078,-0.8361107710937866,global,2
UMAP,7,ABpxppp,-0.5570124497274171,-0.7704148564314106,global,3
UMAP,7,ABpxppa,-0.5517706237929523,-0.9067500104469465,global,3
UMAP,7,ABpxpap,-0.5141584237575287,-0.8764793567620532,global,3
UMAP,7,ABpxpaa,-0.5386403961577068,-0.6517472859289407,global,3
UMAP,7,ABpxpppp,-0.5095362444413593,-0.6527167905391944,local,4
UMAP,7,ABpxpppa,-0.7881331129419852,-0.9036576264298535,local,4
UMAP,7,ABpxppap,-0.42962164824950183,-0.8741458942422575,local,4
UMAP,7,ABpxppaa,-0.49363825212215623,-0.7983062391982021,local,4
UMAP,7,ABpxpaap,-0.7873796671863394,-0.9522866475987305,local,4
UMAP,7,ABpxpaaa,-0.6527063524063265,-0.9470682154992368,local,4
UMAP,7,ABpxp,-0.7125468949798234,-0.24377832549191597,global,1
UMAP,7,ABpxpp,-0.590771464759301,-0.8223723015635742,global,2
UMAP,7,ABpxpa,-0.6216902884613666,-0.7599103646051998,global,2
UMAP,7,ABpxppp,-0.6396505925613934,-0.8229531545135245,global,3
UMAP,7,ABpxppa,-0.5631662314891291,-0.9138811560320143,global,3
UMAP,7,ABpxpap,-0.6851825547995836,-0.8751510708454998,global,3
UMAP,7,ABpxpaa,-0.37670650565702163,-0.1960496433808143,global,3
UMAP,7,ABpxpppp,-0.5330644508223067,-0.7675855159111608,local,4
UMAP,7,ABpxpppa,-0.7254998272212556,-0.8556030783879132,local,4
UMAP,7,ABpxppap,-0.6435580073967988,-0.8931812893466524,local,4
UMAP,7,ABpxppaa,-0.5804819075056029,-0.8029866292851273,local,4
UMAP,7,ABpxpaap,-0.6748836830122446,-0.9292599707243319,local,4
UMAP,7,ABpxpaaa,-0.6399898566087707,-0.9429962124081559,local,4
UMAP,7,ABpxp,-0.718488885230415,-0.09244192283447308,global,1
UMAP,7,ABpxpp,-0.39964219178633253,-0.811241752511088,global,2
UMAP,7,ABpxpa,-0.795494216774739,-0.8197630583524488,global,2
UMAP,7,ABpxppp,-0.4275751617650369,-0.6836761172336128,global,3
UMAP,7,ABpxppa,-0.34162736417877165,-0.9026588721026467,global,3
UMAP,7,ABpxpap,-0.5511731922009552,-0.4524468091559031,global,3
UMAP,7,ABpxpaa,-0.2472780405650473,-0.16580602402601122,global,3
UMAP,7,ABpxpppp,-0.49284165889611947,-0.6443088248122608,local,4
UMAP,7,ABpxpppa,-0.7356257199587543,-0.8859364354911975,local,4
UMAP,7,ABpxppap,-0.727045266700685,-0.8943305381412965,local,4
UMAP,7,ABpxppaa,-0.6647730319873352,-0.880603767406406,local,4
UMAP,7,ABpxpaap,-0.766672620670072,-0.9513864604069895,local,4
UMAP,7,ABpxpaaa,-0.658995517774654,-0.9449257601968677,local,4
UMAP,7,ABpxp,-0.39562095192861035,-0.28727910629328884,global,1
UMAP,7,ABpxpp,-0.56517126930197,-0.7340011656845155,global,2
UMAP,7,ABpxpa,-0.8182096732391007,-0.8041631887177078,global,2
UMAP,7,ABpxppp,-0.6095865321645249,-0.7875018100403472,global,3
UMAP,7,ABpxppa,-0.5303316858113496,-0.9092847789021037,global,3
UMAP,7,ABpxpap,-0.46981555482910986,-0.8846008932242426,global,3
UMAP,7,ABpxpaa,-0.32717885125035706,-0.21623623115116913,global,3
UMAP,7,ABpxpppp,-0.4953544392766561,-0.7901690117710698,local,4
UMAP,7,ABpxpppa,-0.5448403013974613,-0.6688915734959514,local,4
UMAP,7,ABpxppap,-0.7090334044118745,-0.9025023039810057,local,4
UMAP,7,ABpxppaa,-0.46283389286936116,-0.7412523658060431,local,4
UMAP,7,ABpxpaap,-0.7291970471760101,-0.9494567239651355,local,4
UMAP,7,ABpxpaaa,-0.6910871744084973,-0.9392999633261823,local,4
UMAP,7,ABpxp,-0.46991650029952975,-0.40988334454405145,global,1
UMAP,7,ABpxpp,-0.38362564117499687,-0.7364215266524106,global,2
UMAP,7,ABpxpa,-0.6332363078702985,-0.7040198646911848,global,2
UMAP,7,ABpxppp,-0.519668035367005,-0.8053487989937257,global,3
UMAP,7,ABpxppa,-0.34965744494042994,-0.9164755200524473,global,3
UMAP,7,ABpxpap,-0.6348743942250843,-0.8805440079992025,global,3
UMAP,7,ABpxpaa,-0.07985274147302081,-0.23531881525791468,global,3
UMAP,7,ABpxpppp,-0.5253489684800001,-0.7672100779891328,local,4
UMAP,7,ABpxpppa,-0.6956023190719203,-0.9031151217251909,local,4
UMAP,7,ABpxppap,-0.5500096143136551,-0.7864413981149183,local,4
UMAP,7,ABpxppaa,-0.6290626497316346,-0.8893587282525361,local,4
UMAP,7,ABpxpaap,-0.7098953965890316,-0.9295978260126521,local,4
UMAP,7,ABpxpaaa,-0.46222566887007327,-0.9460702534550436,local,4
UMAP,7,ABpxp,-0.6949004732964269,-0.27137856886113293,global,1
UMAP,7,ABpxpp,-0.39646456209685776,-0.655569653733747,global,2
UMAP,7,ABpxpa,-0.8814564192578109,-0.7684793499913309,global,2
UMAP,7,ABpxppp,-0.7413523099898991,-0.830274574054588,global,3
UMAP,7,ABpxppa,-0.5671875271543484,-0.9161877615244,global,3
UMAP,7,ABpxpap,-0.5344815507710062,-0.8794702229388688,global,3
UMAP,7,ABpxpaa,-0.5859942763640942,-0.6414075352544536,global,3
UMAP,7,ABpxpppp,-0.3747213881163052,-0.6541810515630616,local,4
UMAP,7,ABpxpppa,-0.6321279289436986,-0.8813464290237517,local,4
UMAP,7,ABpxppap,-0.7409557908099187,-0.8935928202887431,local,4
UMAP,7,ABpxppaa,-0.47546573488817606,-0.749075232444913,local,4
UMAP,7,ABpxpaap,-0.7558852116845072,-0.9709590930936709,local,4
UMAP,7,ABpxpaaa,-0.6770929991392891,-0.9574374622422296,local,4
UMAP,7,ABpxp,-0.39606783999748485,-0.39240893391501025,global,1
UMAP,7,ABpxpp,-0.28599431343094184,-0.801684029467205,global,2
UMAP,7,ABpxpa,-0.6646702068679603,-0.7867306160403977,global,2
UMAP,7,ABpxppp,-0.6315549033309438,-0.8217027276061551,global,3
UMAP,7,ABpxppa,-0.5343060623867667,-0.9155503031540767,global,3
UMAP,7,ABpxpap,-0.38772502730475883,-0.8384342302769603,global,3
UMAP,7,ABpxpaa,-0.6163506159320401,-0.24958041852064633,global,3
UMAP,7,ABpxpppp,-0.506671844819897,-0.7393995536830696,local,4
UMAP,7,ABpxpppa,-0.7166898694854602,-0.9070938366009157,local,4
UMAP,7,ABpxppap,-0.7347892057541373,-0.8983727738231149,local,4
UMAP,7,ABpxppaa,-0.5194943904746004,-0.7641796643322706,local,4
UMAP,7,ABpxpaap,-0.8007251555855947,-0.9628247926989618,local,4
UMAP,7,ABpxpaaa,-0.6055004105534482,-0.9465028701233027,local,4
UMAP,7,ABpxp,-0.299002492860671,-0.18406874543424165,global,1
UMAP,7,ABpxpp,-0.5624647593975194,-0.7917787430838825,global,2
UMAP,7,ABpxpa,-0.7570874613652168,-0.8187821798133611,global,2
UMAP,7,ABpxppp,-0.6388869067028243,-0.827623359578972,global,3
UMAP,7,ABpxppa,-0.4946885443016826,-0.9046166317047132,global,3
UMAP,7,ABpxpap,-0.5404257717422453,-0.8223984514314175,global,3
UMAP,7,ABpxpaa,-0.34175725607666635,-0.22412009815624637,global,3
UMAP,7,ABpxpppp,-0.3630329266587016,-0.6027257574362768,local,4
UMAP,7,ABpxpppa,-0.8079895352324324,-0.9099289767802404,local,4
UMAP,7,ABpxppap,-0.7273187254138285,-0.8975478326108699,local,4
UMAP,7,ABpxppaa,-0.510326806819237,-0.7602472438588673,local,4
UMAP,7,ABpxpaap,-0.8040084777557335,-0.9709668608071584,local,4
UMAP,7,ABpxpaaa,-0.6844218113954254,-0.9309980175752155,local,4
UMAP,7,ABpxp,-0.46731290735957215,-0.29533009295315904,global,1
UMAP,7,ABpxpp,-0.3847098602862496,-0.6144765834617039,global,2
UMAP,7,ABpxpa,-0.7059731074052595,-0.7946878055144488,global,2
UMAP,7,ABpxppp,-0.5304329584009028,-0.5063943670586515,global,3
UMAP,7,ABpxppa,-0.5037624037382008,-0.9113833144464919,global,3
UMAP,7,ABpxpap,-0.6905505254674613,-0.8806965668308839,global,3
UMAP,7,ABpxpaa,-0.17502330724079423,-0.1399639554857602,global,3
UMAP,7,ABpxpppp,-0.3980922003854212,-0.5612295470772862,local,4
UMAP,7,ABpxpppa,-0.22079940577844084,-0.8403613433906993,local,4
UMAP,7,ABpxppap,-0.5234095982884797,-0.880454066507033,local,4
UMAP,7,ABpxppaa,-0.423867344970777,-0.7460186911210193,local,4
UMAP,7,ABpxpaap,-0.8029635077671162,-0.9727392038350768,local,4
UMAP,7,ABpxpaaa,-0.6722824922618733,-0.9544776704826146,local,4
UMAP,7,ABpxp,-0.3581787231861224,0.01755806457685277,global,1
UMAP,7,ABpxpp,-0.7125071848702857,-0.7964281184598831,global,2
UMAP,7,ABpxpa,-0.8351758237737544,-0.70134052302145,global,2
UMAP,7,ABpxppp,-0.7654586838356273,-0.8399574549597268,global,3
UMAP,7,ABpxppa,-0.4894675309731277,-0.9014787952551996,global,3
UMAP,7,ABpxpap,-0.6720726147215834,-0.8654818376066553,global,3
UMAP,7,ABpxpaa,-0.3385573979202252,-0.23225426799520976,global,3
UMAP,7,ABpxpppp,-0.48295763028611366,-0.7374906780953822,local,4
UMAP,7,ABpxpppa,-0.559928444373924,-0.8740873620200601,local,4
UMAP,7,ABpxppap,-0.6703591566862201,-0.8968600313031632,local,4
UMAP,7,ABpxppaa,-0.4809070329420709,-0.7552302284564598,local,4
UMAP,7,ABpxpaap,-0.7642789416825231,-0.9398719470324777,local,4
UMAP,7,ABpxpaaa,-0.541533476002795,-0.9391742108190292,local,4
UMAP,7,ABpxp,-0.42160355126461607,-0.338766273224242,global,1
UMAP,7,ABpxpp,-0.5981098849645926,-0.7713742493169784,global,2
UMAP,7,ABpxpa,-0.7426621585627858,-0.793180204811566,global,2
UMAP,7,ABpxppp,-0.46957722052938355,-0.5314899543266367,global,3
UMAP,7,ABpxppa,-0.12447937897958487,-0.6090415966172973,global,3
UMAP,7,ABpxpap,-0.4090374056913924,-0.6690462953969832,global,3
UMAP,7,ABpxpaa,-0.15256142360071706,-0.23359283272260786,global,3
UMAP,7,ABpxpppp,-0.47881681130219456,-0.7593843539965899,local,4
UMAP,7,ABpxpppa,-0.7252759261955504,-0.8856146367586814,local,4
UMAP,7,ABpxppap,-0.6797564188934175,-0.8933296764173353,local,4
UMAP,7,ABpxppaa,-0.7012574178045397,-0.9067481569471552,local,4
UMAP,7,ABpxpaap,-0.7483906524611857,-0.9491639714695362,local,4
UMAP,7,ABpxpaaa,-0.6625752920260892,-0.9417970317691138,local,4
UMAP,7,ABpxp,-0.34970489060199317,-0.3804537676983792,global,1
UMAP,7,ABpxpp,-0.41251897813154725,-0.7570405515057249,global,2
UMAP,7,ABpxpa,-0.8441808209593364,-0.829531990737741,global,2
UMAP,7,ABpxppp,-0.6239871640494212,-0.826805668971198,global,3
UMAP,7,ABpxppa,-0.5557687214875295,-0.9039493159862608,global,3
UMAP,7,ABpxpap,-0.752669671857777,-0.8594100611416549,global,3
UMAP,7,ABpxpaa,-0.5489297649582836,-0.2345701056829652,global,3
UMAP,7,ABpxpppp,-0.5278292349243278,-0.7749606927771723,local,4
UMAP,7,ABpxpppa,-0.7647101460388179,-0.9073058626815717,local,4
UMAP,7,ABpxppap,-0.37878574826615674,-0.8111812192354734,local,4
UMAP,7,ABpxppaa,-0.5024054604438116,-0.7845222925517631,local,4
UMAP,7,ABpxpaap,-0.7714252442548586,-0.9612455367282824,local,4
UMAP,7,ABpxpaaa,-0.5114179609280567,-0.9537279044566472,local,4
UMAP,7,ABpxp,-0.3982918916743226,-0.4201441325299072,global,1
UMAP,7,ABpxpp,-0.6493763211602392,-0.801543121754895,global,2
UMAP,7,ABpxpa,-0.8772877014818361,-0.8126068759429415,global,2
UMAP,7,ABpxppp,-0.46081181303110674,-0.46268868438248445,global,3
UMAP,7,ABpxppa,-0.5817880855514322,-0.9146989879397769,global,3
UMAP,7,ABpxpap,-0.6195248450519095,-0.842102512351061,global,3
UMAP,7,ABpxpaa,-0.1771672910365084,-0.017812213499008692,global,3
UMAP,7,ABpxpppp,-0.4142074040350858,-0.7328245364862678,local,4
UMAP,7,ABpxpppa,-0.5567768657968455,-0.9011966940795643,local,4
UMAP,7,ABpxppap,-0.7201402767071361,-0.8574643074017283,local,4
UMAP,7,ABpxppaa,-0.46394011290096615,-0.7795763031725648,local,4
UMAP,7,ABpxpaap,-0.7771473923831074,-0.9757694719423889,local,4
UMAP,7,ABpxpaaa,-0.5648034931393064,-0.9541562909282457,local,4
UMAP,7,ABpxp,-0.4301249840401945,-0.22636761674944728,global,1
UMAP,7,ABpxpp,-0.2532416468390266,-0.7003610089103436,global,2
