method,dim,lineage,corr_gen,corr_ap,local-global,local-global-num
hMDS,3,ABpxpppp,-0.63952537132563,-0.283235049200145,local,4
hMDS,3,ABpxpppa,-0.4599311637738616,-0.7156637800419982,local,4
hMDS,3,ABpxppap,-0.6711950297315148,-0.6538713006700783,local,4
hMDS,3,ABpxppaa,-0.6358480588887937,-0.8739384873142878,local,4
hMDS,3,ABpxpaap,-0.635170533835715,-0.8137876482031077,local,4
hMDS,3,ABpxpaaa,-0.8149646667919903,-0.7138839424563264,local,4
hMDS,3,ABpxp,-0.76510169538463,-0.6767772883844372,global,1
hMDS,3,ABpxpp,-0.5634971227001242,-0.19954331185395904,global,2
hMDS,3,ABpxpa,-0.6702501474797453,-0.20330037391325237,global,2
hMDS,3,ABpxppp,-0.6187235347253739,-0.48840474311396426,global,3
hMDS,3,ABpxppa,-0.4054901414448937,-0.6373825414927343,global,3
hMDS,3,ABpxpap,-0.5511422007380883,-0.731450370882937,global,3
hMDS,3,ABpxpaa,-0.6298855928469712,-0.3800891653705501,global,3
hMDS,3,ABpxpppp,-0.6662885685085503,-0.2550045671540115,local,4
hMDS,3,ABpxpppa,-0.5352106954578333,-0.6947606254573636,local,4
hMDS,3,ABpxppap,-0.7481631246468089,-0.695435503073083,local,4
hMDS,3,ABpxppaa,-0.6190223662564158,-0.8886505757279854,local,4
hMDS,3,ABpxpaap,-0.6481844824767088,-0.8247423727825427,local,4
hMDS,3,ABpxpaaa,-0.7526009283513764,-0.6975197912452658,local,4
hMDS,3,ABpxp,-0.6025938258232943,-0.6332611459478154,global,1
hMDS,3,ABpxpp,-0.552640802531913,-0.20565491338677636,global,2
hMDS,3,ABpxpa,-0.642417892811912,-0.18224773840778805,global,2
hMDS,3,ABpxppp,-0.6252890699359175,-0.454752390673297,global,3
hMDS,3,ABpxppa,-0.42094997254294403,-0.6655530872614851,global,3
hMDS,3,ABpxpap,-0.6722439870487741,-0.7178320820146533,global,3
hMDS,3,ABpxpaa,-0.6198021306081566,-0.36710297263740177,global,3
hMDS,3,ABpxpppp,-0.6013542856177879,-0.17034625068363488,local,4
hMDS,3,ABpxpppa,-0.5628597309234342,-0.6902991784369066,local,4
hMDS,3,ABpxppap,-0.7099765566517326,-0.6894902830958719,local,4
hMDS,3,ABpxppaa,-0.6077731488542529,-0.8426913698579924,local,4
hMDS,3,ABpxpaap,-0.6462809146754142,-0.8267732324485915,local,4
hMDS,3,ABpxpaaa,-0.7638488013765934,-0.7052378468576743,local,4
hMDS,3,ABpxp,-0.6078946406517792,-0.4404687817023192,global,1
hMDS,3,ABpxpp,-0.5930461302685404,-0.23115089870794434,global,2
hMDS,3,ABpxpa,-0.5689476174127905,-0.09127515470037527,global,2
hMDS,3,ABpxppp,-0.5980812266683875,-0.47887410975427164,global,3
hMDS,3,ABpxppa,-0.4333348386333565,-0.6406528418372252,global,3
hMDS,3,ABpxpap,-0.6330708881079851,-0.7216187009728319,global,3
hMDS,3,ABpxpaa,-0.6195962142412624,-0.4863968152538833,global,3
hMDS,3,ABpxpppp,-0.6765957554349357,-0.261137295558812,local,4
hMDS,3,ABpxpppa,-0.5582397775048402,-0.7072096437350524,local,4
hMDS,3,ABpxppap,-0.6867405036668277,-0.6794806572022258,local,4
hMDS,3,ABpxppaa,-0.5807386991648754,-0.8667444690003479,local,4
hMDS,3,ABpxpaap,-0.6268197033628109,-0.8191900277796421,local,4
hMDS,3,ABpxpaaa,-0.7817058027847316,-0.6776046441295519,local,4
hMDS,3,ABpxp,-0.5709963647696693,-0.48705808723964894,global,1
hMDS,3,ABpxpp,-0.5655962243751458,-0.19798440965347705,global,2
hMDS,3,ABpxpa,-0.6707430221596022,-0.11146981307698978,global,2
hMDS,3,ABpxppp,-0.6568287261637873,-0.46310158490191755,global,3
hMDS,3,ABpxppa,-0.40501798482643936,-0.6607448693527443,global,3
hMDS,3,ABpxpap,-0.6873461049484179,-0.7309402463150692,global,3
hMDS,3,ABpxpaa,-0.6030583394710857,-0.42890484775605,global,3
hMDS,3,ABpxpppp,-0.6686966379769231,-0.2574160599182559,local,4
hMDS,3,ABpxpppa,-0.5626517253120293,-0.6999538742373028,local,4
hMDS,3,ABpxppap,-0.7125147755849892,-0.6854907685719405,local,4
hMDS,3,ABpxppaa,-0.5846640760135351,-0.8661616394459682,local,4
hMDS,3,ABpxpaap,-0.6514558784656701,-0.8233771929938063,local,4
hMDS,3,ABpxpaaa,-0.7853299852023994,-0.6923897884545722,local,4
hMDS,3,ABpxp,-0.5483199288990191,-0.5326243319623746,global,1
hMDS,3,ABpxpp,-0.453165444471562,-0.2955728991349738,global,2
hMDS,3,ABpxpa,-0.6250943127013094,-0.19378560595243227,global,2
hMDS,3,ABpxppp,-0.6334764136338149,-0.43688048931199575,global,3
hMDS,3,ABpxppa,-0.4046151945309574,-0.6446499610088243,global,3
hMDS,3,ABpxpap,-0.6555206625085469,-0.7008029978705119,global,3
hMDS,3,ABpxpaa,-0.6518202700650688,-0.4110538408859575,global,3
hMDS,3,ABpxpppp,-0.6524744781023151,-0.21730932837240444,local,4
hMDS,3,ABpxpppa,-0.5586072881902552,-0.6948709862341302,local,4
hMDS,3,ABpxppap,-0.6836145812495119,-0.6944723817099355,local,4
hMDS,3,ABpxppaa,-0.6227428428916715,-0.8589353329144038,local,4
hMDS,3,ABpxpaap,-0.646849262987272,-0.8028548408791323,local,4
hMDS,3,ABpxpaaa,-0.7829545891331555,-0.6761050510068367,local,4
hMDS,3,ABpxp,-0.5570426454672924,-0.5271455566933912,global,1
hMDS,3,ABpxpp,-0.6164361717673206,-0.15130597311580174,global,2
hMDS,3,ABpxpa,-0.6766698655796327,-0.1990049688776323,global,2
hMDS,3,ABpxppp,-0.6784757306575857,-0.5252393016635274,global,3
hMDS,3,ABpxppa,-0.3829175578994258,-0.6905232256191376,global,3
hMDS,3,ABpxpap,-0.6010791290976611,-0.7322222174549434,global,3
hMDS,3,ABpxpaa,-0.6696356908083452,-0.3815378561536341,global,3
hMDS,3,ABpxpppp,-0.6392490220826487,-0.2530951416995731,local,4
hMDS,3,ABpxpppa,-0.5154907525633604,-0.7040687566312293,local,4
hMDS,3,ABpxppap,-0.6973057522321795,-0.691361283885785,local,4
hMDS,3,ABpxppaa,-0.6397778658265474,-0.8969578150660676,local,4
hMDS,3,ABpxpaap,-0.654654988698034,-0.8172187953395962,local,4
hMDS,3,ABpxpaaa,-0.7471838558609359,-0.7070930340189794,local,4
hMDS,3,ABpxp,-0.48212501044655975,-0.6741994369797777,global,1
hMDS,3,ABpxpp,-0.5686710639138384,-0.31277336534133027,global,2
hMDS,3,ABpxpa,-0.7616882335059849,-0.19878867470079783,global,2
hMDS,3,ABpxppp,-0.5901866735318129,-0.5354585352308411,global,3
hMDS,3,ABpxppa,-0.46622223105126476,-0.6339834716892866,global,3
hMDS,3,ABpxpap,-0.6667674373482951,-0.7475156086004074,global,3
hMDS,3,ABpxpaa,-0.5999377747197733,-0.4127710299852166,global,3
hMDS,3,ABpxpppp,-0.5997049352896862,-0.26895645338676666,local,4
hMDS,3,ABpxpppa,-0.5486405934427724,-0.6995164777482009,local,4
hMDS,3,ABpxppap,-0.6946166411213341,-0.6801885403914398,local,4
hMDS,3,ABpxppaa,-0.6379051328383811,-0.8633985155289412,local,4
hMDS,3,ABpxpaap,-0.6464762546656881,-0.8294642357501477,local,4
hMDS,3,ABpxpaaa,-0.7529090512996346,-0.7091375230134644,local,4
hMDS,3,ABpxp,-0.6805107609581084,-0.7498689117589822,global,1
hMDS,3,ABpxpp,-0.49271296113607443,-0.26610516948862567,global,2
hMDS,3,ABpxpa,-0.7241020042252095,-0.2966053809705514,global,2
hMDS,3,ABpxppp,-0.6452196944075678,-0.5154520549802507,global,3
hMDS,3,ABpxppa,-0.4657911682511643,-0.5993322366268283,global,3
hMDS,3,ABpxpap,-0.6807747017450151,-0.7693264155609915,global,3
hMDS,3,ABpxpaa,-0.603439832683806,-0.3789516888457817,global,3
hMDS,3,ABpxpppp,-0.6080688673455158,-0.19129266949322452,local,4
hMDS,3,ABpxpppa,-0.5159047179582872,-0.6828867411010735,local,4
hMDS,3,ABpxppap,-0.6721873506582139,-0.7226320252317462,local,4
hMDS,3,ABpxppaa,-0.6515053867004144,-0.8806657094879039,local,4
hMDS,3,ABpxpaap,-0.6141868582350618,-0.8212663064298404,local,4
hMDS,3,ABpxpaaa,-0.812881140988065,-0.6541138663666297,local,4
hMDS,3,ABpxp,-0.5875567639750037,-0.4790134492160206,global,1
hMDS,3,ABpxpp,-0.5240869143065413,-0.2669520355589768,global,2
hMDS,3,ABpxpa,-0.6983455718833463,-0.31434493320701173,global,2
hMDS,3,ABpxppp,-0.6421142641389195,-0.4906782317377478,global,3
hMDS,3,ABpxppa,-0.4032348937703099,-0.6523122611961818,global,3
hMDS,3,ABpxpap,-0.603098625885538,-0.7547337806390991,global,3
hMDS,3,ABpxpaa,-0.6984927550112534,-0.39020700554206417,global,3
hMDS,3,ABpxpppp,-0.6739548623635113,-0.222246122191156,local,4
hMDS,3,ABpxpppa,-0.5223075432869202,-0.6652363045976928,local,4
hMDS,3,ABpxppap,-0.6865734780988946,-0.7035405332907554,local,4
hMDS,3,ABpxppaa,-0.6133937013462242,-0.8894497809528433,local,4
hMDS,3,ABpxpaap,-0.6800360295026504,-0.814669624604375,local,4
hMDS,3,ABpxpaaa,-0.774853284247389,-0.6835935254176511,local,4
hMDS,3,ABpxp,-0.5220539963240027,-0.4648464976814157,global,1
hMDS,3,ABpxpp,-0.4957976981467868,-0.21279136508130325,global,2
hMDS,3,ABpxpa,-0.672490012939833,-0.16268075964171191,global,2
hMDS,3,ABpxppp,-0.6039223833746075,-0.37861091678271847,global,3
hMDS,3,ABpxppa,-0.3683704454954591,-0.6356517937632176,global,3
hMDS,3,ABpxpap,-0.6556073453485248,-0.786028055086587,global,3
hMDS,3,ABpxpaa,-0.6266845006741382,-0.40677441333921266,global,3
hMDS,3,ABpxpppp,-0.6357585569182801,-0.21119374319425577,local,4
hMDS,3,ABpxpppa,-0.5661209441210115,-0.7068382864283876,local,4
hMDS,3,ABpxppap,-0.6698980760137329,-0.6598787623002382,local,4
hMDS,3,ABpxppaa,-0.6012474448108553,-0.8680737633461535,local,4
hMDS,3,ABpxpaap,-0.6276242754028172,-0.8159553975072855,local,4
hMDS,3,ABpxpaaa,-0.7799083990220463,-0.7145695632962706,local,4
hMDS,3,ABpxp,-0.5387929043641755,-0.5473362874837275,global,1
hMDS,3,ABpxpp,-0.5294708227683791,-0.26952283396705307,global,2
hMDS,3,ABpxpa,-0.6903575843669657,-0.19162479971745222,global,2
hMDS,3,ABpxppp,-0.5907855090969993,-0.43697989167296564,global,3
hMDS,3,ABpxppa,-0.4290159330117704,-0.6051891743577963,global,3
hMDS,3,ABpxpap,-0.5079129003355423,-0.7350220791033729,global,3
hMDS,3,ABpxpaa,-0.6460508968679486,-0.39296839291993235,global,3
hMDS,3,ABpxpppp,-0.6576938470832463,-0.2650115810801921,local,4
hMDS,3,ABpxpppa,-0.5294949956388134,-0.7039866313880317,local,4
hMDS,3,ABpxppap,-0.6991140817606185,-0.7101651162094488,local,4
hMDS,3,ABpxppaa,-0.6057569991616334,-0.8397337405685196,local,4
hMDS,3,ABpxpaap,-0.6114465494110206,-0.799758700601221,local,4
hMDS,3,ABpxpaaa,-0.7889872174385439,-0.6791945199648085,local,4
hMDS,3,ABpxp,-0.5606711614770148,-0.47215459719766595,global,1
hMDS,3,ABpxpp,-0.5618205412015111,-0.36555081559166486,global,2
hMDS,3,ABpxpa,-0.7181145060356281,-0.28596431263366684,global,2
hMDS,3,ABpxppp,-0.6242536678338686,-0.47654629629011613,global,3
hMDS,3,ABpxppa,-0.42734886506272474,-0.6142779206628561,global,3
hMDS,3,ABpxpap,-0.6890864674712441,-0.7441143537492336,global,3
hMDS,3,ABpxpaa,-0.6721185377496822,-0.4379885489916965,global,3
hMDS,3,ABpxpppp,-0.6311157535715669,-0.31379930431087627,local,4
hMDS,3,ABpxpppa,-0.551137082881803,-0.725633151483878,local,4
hMDS,3,ABpxppap,-0.6624468907238595,-0.6709778686772944,local,4
hMDS,3,ABpxppaa,-0.5797544194433842,-0.8557619611428594,local,4
hMDS,3,ABpxpaap,-0.6817712362539056,-0.8312992171826671,local,4
hMDS,3,ABpxpaaa,-0.7318143194568113,-0.7290844374481763,local,4
hMDS,3,ABpxp,-0.4839896395580793,-0.47637326121851914,global,1
hMDS,3,ABpxpp,-0.55989080085252,-0.2450015824846348,global,2
hMDS,3,ABpxpa,-0.6215274088060364,-0.18783628792541116,global,2
hMDS,3,ABpxppp,-0.6167429929796231,-0.5066925350409524,global,3
hMDS,3,ABpxppa,-0.44743629583564143,-0.6492310404940573,global,3
hMDS,3,ABpxpap,-0.6836600956540927,-0.7278900408044607,global,3
hMDS,3,ABpxpaa,-0.6600858958609763,-0.3888154110644591,global,3
hMDS,3,ABpxpppp,-0.6621876596103016,-0.23022429813534015,local,4
hMDS,3,ABpxpppa,-0.535284747616214,-0.6680054726653665,local,4
hMDS,3,ABpxppap,-0.7040824362544917,-0.6703138191730218,local,4
hMDS,3,ABpxppaa,-0.5598905486487719,-0.8674616946529589,local,4
hMDS,3,ABpxpaap,-0.6149193172436487,-0.8065633446187652,local,4
hMDS,3,ABpxpaaa,-0.7473716242746206,-0.6543695509835237,local,4
hMDS,3,ABpxp,-0.5192118958129972,-0.4638499327845999,global,1
hMDS,3,ABpxpp,-0.5479695974978871,-0.23338364390204683,global,2
hMDS,3,ABpxpa,-0.74498087393166,-0.1925605000105078,global,2
hMDS,3,ABpxppp,-0.6335185626766143,-0.4618721921441681,global,3
hMDS,3,ABpxppa,-0.4230576957948716,-0.6360798488444347,global,3
hMDS,3,ABpxpap,-0.6124837650900865,-0.7120535896415355,global,3
hMDS,3,ABpxpaa,-0.6789339217821019,-0.4213480411736657,global,3
hMDS,3,ABpxpppp,-0.6231125860340812,-0.2737024227810387,local,4
hMDS,3,ABpxpppa,-0.5044051908557973,-0.6885919008101296,local,4
hMDS,3,ABpxppap,-0.6809246863969972,-0.7084060107591429,local,4
hMDS,3,ABpxppaa,-0.5859764149029392,-0.8507623766090137,local,4
hMDS,3,ABpxpaap,-0.6668935979446078,-0.810787948930316,local,4
hMDS,3,ABpxpaaa,-0.7782334033636471,-0.7125504509047059,local,4
hMDS,3,ABpxp,-0.5276692225890159,-0.5582563360729031,global,1
hMDS,3,ABpxpp,-0.5143878556783519,-0.22408794680547792,global,2
hMDS,3,ABpxpa,-0.7268169105093383,-0.12778871109639378,global,2
hMDS,3,ABpxppp,-0.5852931569077389,-0.4120787834459245,global,3
hMDS,3,ABpxppa,-0.48180243838130177,-0.6088850547416433,global,3
hMDS,3,ABpxpap,-0.5864151552982406,-0.7453162164554746,global,3
hMDS,3,ABpxpaa,-0.6245607552707276,-0.4797710620612256,global,3
hMDS,3,ABpxpppp,-0.6298569866861428,-0.2233002466501061,local,4
hMDS,3,ABpxpppa,-0.49717639420603554,-0.6662164301843709,local,4
hMDS,3,ABpxppap,-0.6895306869918527,-0.7060403785925292,local,4
hMDS,3,ABpxppaa,-0.6423552026968503,-0.8587331150626231,local,4
hMDS,3,ABpxpaap,-0.5912592444533462,-0.8084593574059348,local,4
hMDS,3,ABpxpaaa,-0.7475007504415719,-0.6733129001014969,local,4
hMDS,3,ABpxp,-0.5618822016952922,-0.5412840828504627,global,1
hMDS,3,ABpxpp,-0.573439777325764,-0.1540012077132873,global,2
hMDS,3,ABpxpa,-0.6953181800808924,-0.21904889120727372,global,2
hMDS,3,ABpxppp,-0.5923815838637558,-0.5395096535071151,global,3
hMDS,3,ABpxppa,-0.43235737932425283,-0.6196811684677687,global,3
hMDS,3,ABpxpap,-0.6430476459652776,-0.7487200138598366,global,3
hMDS,3,ABpxpaa,-0.6744626183033662,-0.4419501473068911,global,3
hMDS,3,ABpxpppp,-0.5707913703025344,-0.29227787608773836,local,4
hMDS,3,ABpxpppa,-0.5274628531101259,-0.7218368609531993,local,4
hMDS,3,ABpxppap,-0.6965445272733646,-0.7078259754690241,local,4
hMDS,3,ABpxppaa,-0.6523815030038297,-0.8647443002153257,local,4
hMDS,3,ABpxpaap,-0.6493184881902145,-0.8264893226538208,local,4
hMDS,3,ABpxpaaa,-0.7772938027282942,-0.6902655114478493,local,4
hMDS,3,ABpxp,-0.5254363726536908,-0.49888569118727644,global,1
hMDS,3,ABpxpp,-0.457361752048647,-0.3205513379234367,global,2
hMDS,3,ABpxpa,-0.6254672844350551,-0.12994720336949375,global,2
hMDS,3,ABpxppp,-0.6491791876466317,-0.49150374697124716,global,3
hMDS,3,ABpxppa,-0.41205479173294884,-0.6194290159159564,global,3
hMDS,3,ABpxpap,-0.7375496490529987,-0.7726169056593309,global,3
hMDS,3,ABpxpaa,-0.6681140098229331,-0.35085039341013197,global,3
hMDS,3,ABpxpppp,-0.6481826565450729,-0.26458969409279,local,4
hMDS,3,ABpxpppa,-0.5267140971552795,-0.6734222454484217,local,4
hMDS,3,ABpxppap,-0.6581847765102969,-0.6840222579518108,local,4
hMDS,3,ABpxppaa,-0.6264322218552322,-0.8444445660569572,local,4
hMDS,3,ABpxpaap,-0.667526189379112,-0.8028164831435431,local,4
hMDS,3,ABpxpaaa,-0.779503208081307,-0.6946138166363591,local,4
hMDS,3,ABpxp,-0.5311151182422352,-0.4354715099714057,global,1
hMDS,3,ABpxpp,-0.5083414242208754,-0.1609371224805402,global,2
hMDS,3,ABpxpa,-0.6321507985718792,-0.14484497665576562,global,2
hMDS,3,ABpxppp,-0.6222486761320074,-0.4510166968641572,global,3
hMDS,3,ABpxppa,-0.3470538315032175,-0.6143549019229916,global,3
hMDS,3,ABpxpap,-0.7038091586675875,-0.7334465327856806,global,3
hMDS,3,ABpxpaa,-0.655039924798978,-0.4365419287279234,global,3
hMDS,3,ABpxpppp,-0.607461915682566,-0.30884619387110057,local,4
hMDS,3,ABpxpppa,-0.5055323549216283,-0.6288733844397484,local,4
hMDS,3,ABpxppap,-0.6788549046458968,-0.6827807192327409,local,4
hMDS,3,ABpxppaa,-0.6410229748728239,-0.8764483670161488,local,4
hMDS,3,ABpxpaap,-0.5948588143576582,-0.8141364603177881,local,4
hMDS,3,ABpxpaaa,-0.7819083011133673,-0.6929657850858831,local,4
hMDS,3,ABpxp,-0.5213296865468253,-0.5671199960043968,global,1
hMDS,3,ABpxpp,-0.5245926816888262,-0.13185578528817424,global,2
hMDS,3,ABpxpa,-0.7468372287949008,-0.30051521486946,global,2
hMDS,3,ABpxppp,-0.6300577865234158,-0.48996994859327814,global,3
hMDS,3,ABpxppa,-0.4448716265326337,-0.6357225912151514,global,3
hMDS,3,ABpxpap,-0.590284396063706,-0.7229159272827617,global,3
hMDS,3,ABpxpaa,-0.6588721549486992,-0.41238015693676044,global,3
hMDS,3,ABpxpppp,-0.6901525757540445,-0.2578816706027966,local,4
hMDS,3,ABpxpppa,-0.4912418722021198,-0.6540056602036316,local,4
hMDS,3,ABpxppap,-0.661738807698929,-0.7014074610220766,local,4
hMDS,3,ABpxppaa,-0.6115836729335961,-0.8641562640153743,local,4
hMDS,3,ABpxpaap,-0.6642868001898609,-0.8255278497130041,local,4
hMDS,3,ABpxpaaa,-0.7835849934232404,-0.7211241602477838,local,4
hMDS,3,ABpxp,-0.621090051442723,-0.6416249264135087,global,1
hMDS,3,ABpxpp,-0.5588185154569134,-0.18089571474626764,global,2
hMDS,3,ABpxpa,-0.6996726998635393,-0.2539241076531537,global,2
hMDS,3,ABpxppp,-0.6599818779362076,-0.46220329836588225,global,3
hMDS,3,ABpxppa,-0.4166406363604557,-0.6072824098765364,global,3
hMDS,3,ABpxpap,-0.7283211459804954,-0.7187476618062151,global,3
hMDS,3,ABpxpaa,-0.7015838868567951,-0.4345554570336612,global,3
PCA,3,ABpxpppp,-0.44218011479330416,-0.5578644083731678,local,4
PCA,3,ABpxpppa,-0.31524864465708,-0.5654467143172635,local,4
PCA,3,ABpxppap,-0.6267755951491094,-0.23183771928077304,local,4
PCA,3,ABpxppaa,-0.591234318095941,-0.617002521810542,local,4
PCA,3,ABpxpaap,-0.5404452422917267,-0.6549619627376193,local,4
PCA,3,ABpxpaaa,-0.45657850330421357,-0.6617354110732916,local,4
PCA,3,ABpxp,-0.5513379833358402,-0.14909420623715303,global,1
PCA,3,ABpxpp,-0.4663398085053714,-0.5327986034664787,global,2
PCA,3,ABpxpa,-0.5415261612235249,-0.18752535147672772,global,2
PCA,3,ABpxppp,-0.14384930935625598,-0.39124768796176124,global,3
PCA,3,ABpxppa,-0.3144141204455341,-0.6867728413067283,global,3
PCA,3,ABpxpap,-0.5460498629937515,-0.7248334748016106,global,3
PCA,3,ABpxpaa,-0.5816510368593574,-0.33172742568330216,global,3
PCA,3,ABpxpppp,-0.5107527205325446,-0.6233588760044391,local,4
PCA,3,ABpxpppa,-0.2617429901909179,-0.524415870892113,local,4
PCA,3,ABpxppap,-0.6207344446949057,-0.28942555708331347,local,4
PCA,3,ABpxppaa,-0.5954470512668284,-0.6326076072117065,local,4
PCA,3,ABpxpaap,-0.5215590337403937,-0.6978254582285904,local,4
PCA,3,ABpxpaaa,-0.5148025019959752,-0.6893255296436225,local,4
PCA,3,ABpxp,-0.5466698189857221,-0.01763402046104637,global,1
PCA,3,ABpxpp,-0.36707760660224714,-0.7043283187135949,global,2
PCA,3,ABpxpa,-0.5372516043959827,-0.3576484104817418,global,2
PCA,3,ABpxppp,-0.10223323425245832,-0.47843894125581155,global,3
PCA,3,ABpxppa,-0.3188334098990717,-0.6757710003766144,global,3
PCA,3,ABpxpap,-0.4399320704295503,-0.6841172814668517,global,3
PCA,3,ABpxpaa,-0.626450440306811,-0.37202069150448425,global,3
PCA,3,ABpxpppp,-0.5036331110597253,-0.5732405506418135,local,4
PCA,3,ABpxpppa,-0.37277676712170266,-0.5903281147151996,local,4
PCA,3,ABpxppap,-0.5784550497182048,-0.22748769558432977,local,4
PCA,3,ABpxppaa,-0.602493688105023,-0.604664695101624,local,4
PCA,3,ABpxpaap,-0.5721644657196105,-0.6934179254067011,local,4
PCA,3,ABpxpaaa,-0.48724394282055694,-0.6884364579964091,local,4
PCA,3,ABpxp,-0.48796470750714804,0.2664154671789033,global,1
PCA,3,ABpxpp,-0.422028376732726,-0.6117446652882604,global,2
PCA,3,ABpxpa,-0.5712383044645932,-0.42432709622863296,global,2
PCA,3,ABpxppp,-0.09817114067259884,-0.4060639284006322,global,3
PCA,3,ABpxppa,-0.2972314557234208,-0.7113923685413691,global,3
PCA,3,ABpxpap,-0.5447766172971324,-0.6961424963608727,global,3
PCA,3,ABpxpaa,-0.649095787367612,-0.25673385803688453,global,3
PCA,3,ABpxpppp,-0.4160228010785795,-0.5931054460399212,local,4
PCA,3,ABpxpppa,-0.28817642431028767,-0.5809289736352725,local,4
PCA,3,ABpxppap,-0.5862626770783521,-0.2562032944901974,local,4
PCA,3,ABpxppaa,-0.5993849249266564,-0.5903419521957745,local,4
PCA,3,ABpxpaap,-0.5517697390637646,-0.7035986837108088,local,4
PCA,3,ABpxpaaa,-0.43638368104701786,-0.670348060493801,local,4
PCA,3,ABpxp,-0.30351493617397324,-0.07550774013461976,global,1
PCA,3,ABpxpp,-0.42765605117197614,-0.5308751326082689,global,2
PCA,3,ABpxpa,-0.583664287018815,-0.40855148692803517,global,2
PCA,3,ABpxppp,-0.09718480879902336,-0.4693953872143101,global,3
PCA,3,ABpxppa,-0.27831018334995294,-0.6960891972438613,global,3
PCA,3,ABpxpap,-0.5205460853828477,-0.7776578390871414,global,3
PCA,3,ABpxpaa,-0.6408102336782676,-0.34374363403488123,global,3
PCA,3,ABpxpppp,-0.46883370508088484,-0.6047997561806945,local,4
PCA,3,ABpxpppa,-0.26375158611746496,-0.5395724827313663,local,4
PCA,3,ABpxppap,-0.6129161953874483,-0.24471900539264382,local,4
PCA,3,ABpxppaa,-0.563989041125366,-0.6080458887329623,local,4
PCA,3,ABpxpaap,-0.5304280260295802,-0.6841536659598706,local,4
PCA,3,ABpxpaaa,-0.5150127482657598,-0.6779138231641748,local,4
PCA,3,ABpxp,-0.5060716124039772,-0.15698170837384745,global,1
PCA,3,ABpxpp,-0.3962101403688933,-0.6219793437586312,global,2
PCA,3,ABpxpa,-0.7213105746167842,-0.40914028907774,global,2
PCA,3,ABpxppp,-0.09125689273822236,-0.4153434795166351,global,3
PCA,3,ABpxppa,-0.2568488931132855,-0.7096347290196977,global,3
PCA,3,ABpxpap,-0.5482105984821459,-0.6836060314165192,global,3
PCA,3,ABpxpaa,-0.6398622528754307,-0.339434830872461,global,3
PCA,3,ABpxpppp,-0.39731091009798297,-0.5985182935761685,local,4
PCA,3,ABpxpppa,-0.2475346692261392,-0.56483263505888,local,4
PCA,3,ABpxppap,-0.6062252196602522,-0.2409387211204947,local,4
PCA,3,ABpxppaa,-0.605699325458162,-0.5742657798110237,local,4
PCA,3,ABpxpaap,-0.5503162305849113,-0.6488261328742495,local,4
PCA,3,ABpxpaaa,-0.46679031075145916,-0.674945591819583,local,4
PCA,3,ABpxp,-0.40194772559896463,-0.06935140169727994,global,1
PCA,3,ABpxpp,-0.48878324750923974,-0.5111177769250282,global,2
PCA,3,ABpxpa,-0.46293956731446506,-0.3192914004015776,global,2
PCA,3,ABpxppp,-0.1594505333670319,-0.46895685141233756,global,3
PCA,3,ABpxppa,-0.2386705686244969,-0.7262130761629063,global,3
PCA,3,ABpxpap,-0.5036667713844767,-0.7276163210203369,global,3
PCA,3,ABpxpaa,-0.6147961960774818,-0.3791578547484752,global,3
PCA,3,ABpxpppp,-0.35486961188509,-0.5603484585655389,local,4
PCA,3,ABpxpppa,-0.28431994713011793,-0.5528733188914596,local,4
PCA,3,ABpxppap,-0.59707951674807,-0.22922688546940487,local,4
PCA,3,ABpxppaa,-0.6247794491039823,-0.5667890411956955,local,4
PCA,3,ABpxpaap,-0.5241796216869479,-0.6729858708565624,local,4
PCA,3,ABpxpaaa,-0.5030987537524338,-0.6387042876881458,local,4
PCA,3,ABpxp,-0.49335085131678974,0.019149754271533155,global,1
PCA,3,ABpxpp,-0.4769313701407397,-0.6012644555455081,global,2
PCA,3,ABpxpa,-0.6891426902658808,-0.3017015024521325,global,2
PCA,3,ABpxppp,-0.13027750611804306,-0.3579958884810125,global,3
PCA,3,ABpxppa,-0.2543521867294178,-0.6712174605501726,global,3
PCA,3,ABpxpap,-0.5963174379329602,-0.7283397541310311,global,3
PCA,3,ABpxpaa,-0.5985999245376502,-0.37244970489039997,global,3
PCA,3,ABpxpppp,-0.40739276836356714,-0.600080925771697,local,4
PCA,3,ABpxpppa,-0.2937729271585684,-0.528697932221242,local,4
PCA,3,ABpxppap,-0.5790013593380685,-0.1893271056590648,local,4
PCA,3,ABpxppaa,-0.5959359277399359,-0.5902221348084999,local,4
PCA,3,ABpxpaap,-0.5286246946709934,-0.651104875666875,local,4
PCA,3,ABpxpaaa,-0.5079177380001056,-0.6730707965309739,local,4
PCA,3,ABpxp,-0.4893144989835031,0.0768850221251094,global,1
PCA,3,ABpxpp,-0.4133876741308552,-0.48897858527231225,global,2
PCA,3,ABpxpa,-0.5964144910886645,-0.4111924438030619,global,2
PCA,3,ABpxppp,-0.10099849635290695,-0.43937616559721204,global,3
PCA,3,ABpxppa,-0.3111921286189491,-0.6863681054314289,global,3
PCA,3,ABpxpap,-0.5419004073191344,-0.7018966055889881,global,3
PCA,3,ABpxpaa,-0.6188197216981992,-0.3410720840360096,global,3
PCA,3,ABpxpppp,-0.4384173561211431,-0.5949870775698882,local,4
PCA,3,ABpxpppa,-0.29876298686129826,-0.5743481759485789,local,4
PCA,3,ABpxppap,-0.6013559652991649,-0.25975601316888364,local,4
