,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.88,0.9419676497537742,0.9973512607234479,2.445162773132324,4.5219,50.0,1.0
1,2,0.7148757311054513,0.8531108247573025,0.9754636519167857,298.41778111457825,4.5219,50.0,300.0
2,MapOutlier,,,,0.0,4.5219,,
3,Avedmat,,,,0.0076503753662109375,,,
