,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.88,0.9149228572640302,0.9947928055980558,2.8576090335845947,5.32379,50.0,1.0
1,2,0.6396301310130997,0.8300385467672332,0.9652892739952402,263.3806643486023,5.32379,50.0,300.0
2,MapOutlier,,,,0.0,5.32379,,
3,Avedmat,,,,0.006796121597290039,,,
