,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.76,0.9063678507714272,0.9935934929752427,2.422694444656372,5.98147,50.0,1.0
1,2,0.5929404258869736,0.8179958930814416,0.958962505913458,343.9866998195648,5.98147,50.0,300.0
2,MapOutlier,,,,0.0,5.98147,,
3,Avedmat,,,,0.007479667663574219,,,
