,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.5592222222222222,0.8597876372834278,0.965452532006122,5.6757800579071045,6.76859,50.0,1.0
1,2,0.32974488804815366,0.7340930819683416,0.860823105343147,575.595397233963,6.76859,50.0,300.0
2,MapOutlier,,,,0.0,6.76859,,
3,Avedmat,,,,0.007264852523803711,,,
