6.220749020576477051e-01,2.706261873245239258e-01
-4.773892834782600403e-02,-7.076066136360168457e-01
-4.461667239665985107e-01,8.898059725761413574e-01
7.279660701751708984e-01,-3.742663562297821045e-01
-4.663569331169128418e-01,7.831699848175048828e-01
-4.474025964736938477e-01,7.563564181327819824e-01
5.184637308120727539e-01,-4.471051990985870361e-01
-4.457861185073852539e-01,7.441029548645019531e-01
-4.222485721111297607e-01,5.493083000183105469e-01
-8.246615529060363770e-01,-4.377003014087677002e-01
5.694729685783386230e-01,4.494487643241882324e-01
-4.819485843181610107e-01,6.321744918823242188e-01
-4.026110470294952393e-01,8.508524894714355469e-01
-4.328610599040985107e-01,8.895920515060424805e-01
-3.285678625106811523e-01,7.832584977149963379e-01
5.485966801643371582e-01,-7.246375679969787598e-01
6.695951223373413086e-01,-6.979809999465942383e-01
4.659309983253479004e-01,-6.358501315116882324e-01
-4.938634335994720459e-01,2.077058255672454834e-01
6.389799118041992188e-01,1.916111856698989868e-01
5.657812952995300293e-01,7.419620752334594727e-01
-2.356757819652557373e-01,-7.966253757476806641e-01
-4.080959558486938477e-01,-6.392964124679565430e-01
-1.448633819818496704e-01,-3.557524457573890686e-02
-2.462966740131378174e-01,-4.996122121810913086e-01
2.222689390182495117e-01,-1.354485452175140381e-01
-4.451602697372436523e-01,7.995847463607788086e-01
-2.055250555276870728e-01,2.153027057647705078e-01
-5.327431857585906982e-02,-2.017673403024673462e-01
-9.181950688362121582e-01,-3.693254590034484863e-01
7.042364478111267090e-01,-6.819645166397094727e-01
-6.171594373881816864e-03,-8.364597707986831665e-02
-2.042797207832336426e-01,2.902745306491851807e-01
-4.146229326725006104e-01,8.500597476959228516e-01
2.911332249641418457e-01,-1.844748407602310181e-01
-8.935474753379821777e-01,-3.489237427711486816e-01
-6.091760396957397461e-01,-7.034897804260253906e-02
-8.590233922004699707e-01,-2.556836605072021484e-01
7.118421196937561035e-01,-6.834744215011596680e-01
-3.463622927665710449e-01,1.041213721036911011e-01
