,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.8571428571428571,0.9555696719648953,0.9986139740647717,2.8149290084838867,4.60921,56.0,1.0
1,2,0.5880454596520541,0.9105317448506243,0.9715058108083356,38.35761523246765,4.60921,56.0,201.0
2,MapOutlier,0.5897475193739763,0.911459212186596,0.9738664879104971,6.9983439445495605,4.60921,,
3,Avedmat,,,,0.001893758773803711,,,
