,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.8392857142857143,0.9506844274745877,0.998074088394993,2.377168893814087,4.89014,56.0,1.0
1,2,0.5774472127314663,0.9075040602696199,0.9658931524347025,39.8217351436615,4.89014,56.0,201.0
2,MapOutlier,0.573553875990574,0.9076461104184954,0.9703100638835461,6.961207866668701,4.89014,,
3,Avedmat,,,,0.0019168853759765625,,,
