,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.9285714285714286,0.9641931564481763,0.999097224465068,1.9600560665130615,4.04253,56.0,1.0
1,2,0.6059780752092361,0.9147286143008934,0.9760111533232345,43.61376690864563,4.04253,56.0,201.0
2,MapOutlier,0.603961709255114,0.9149630814749142,0.9770395018982664,7.0103418827056885,4.04253,,
3,Avedmat,,,,0.0018801689147949219,,,
