,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.875,0.968217033964295,0.999321772425932,1.8627879619598389,3.90685,56.0,1.0
1,2,0.6142913203262835,0.9175852556581938,0.9787147699199432,42.72978615760803,3.90685,56.0,201.0
2,MapOutlier,0.6140494225136738,0.918053685131372,0.9798982066522658,6.99118709564209,3.90685,,
3,Avedmat,,,,0.002109050750732422,,,
