,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.8601190476190476,0.964523805000212,0.9989311165565232,2.696550130844116,4.37301,56.0,1.0
1,2,0.6038616349108407,0.9155656225431127,0.9746882145777809,42.14805197715759,4.37301,56.0,201.0
2,MapOutlier,0.6051137205362467,0.9163950002950981,0.9767726255348139,7.1258018016815186,4.37301,,
3,Avedmat,,,,0.0018749237060546875,,,
