,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.7397321428571427,0.9409841194164522,0.9951359190338529,4.150572061538696,5.59941,56.0,1.0
1,2,0.5218982072298469,0.8864667623601488,0.9384077781262472,53.085859060287476,5.59941,56.0,201.0
2,MapOutlier,0.5209846440036431,0.8873385388836382,0.948885742422291,7.451104164123535,5.59941,,
3,Avedmat,,,,0.002061128616333008,,,
