,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.5529921343537415,0.8767248091838885,0.9448505690962659,13.535110235214233,6.88593,56.0,1.0
1,2,0.38230608082010836,0.8336492974463545,0.8020217401434643,218.93731951713562,6.88593,56.0,201.0
2,MapOutlier,0.3843627861250304,0.8374881556131222,0.8414251858752873,2.2184901237487793,6.88593,,
3,Avedmat,,,,0.020247936248779297,,,
