,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,0.8300653594771242,0.9286727811357329,0.9815053013620623,0.8303277492523193,5.76791,34.0,1.0
1,2,0.7296521743472529,0.9291785915479206,0.9809497060597141,4.633261203765869,5.76791,34.0,21.0
2,MapOutlier,,,,0.0,5.76791,,
3,Avedmat,,,,0.01241922378540039,,,
