,index,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit,rep
0,0,1,0.4562921050894158,0.8386355693067233,0.9029688834812044,199.1907720565796,7.84177,150.0,1.0,0
1,1,2,0.3376202867340006,0.7905410612964201,0.8439259187507916,6.972226619720459,7.84177,150.0,51.0,0
2,2,3,0.4317184586305949,0.8527930645164633,0.882112635715726,79.6804780960083,7.84177,500.0,70.0,0
3,3,MapOutlier,,,,0.0,7.84177,,,0
4,4,Avedmat,,,,0.1580953598022461,,,,0
5,0,1,0.454007814064121,0.8422678097121931,0.9130529437682342,189.15886044502255,7.98779,150.0,1.0,1
6,1,2,0.3329639114686882,0.8023305762590789,0.8596613057284799,5.563000440597534,7.98779,150.0,51.0,1
7,2,3,0.406811495742485,0.8350225010957385,0.8743382535808213,70.81623458862305,7.98779,500.0,70.0,1
8,3,MapOutlier,,,,0.0,7.98779,,,1
9,4,Avedmat,,,,0.1580953598022461,,,,1
10,0,1,0.4788574817994556,0.8461646130814159,0.923442750236767,201.63951134681705,8.45748,150.0,1.0,2
11,1,2,0.3751761254231508,0.8272615586114946,0.882217453501555,8.052401542663574,8.45748,150.0,51.0,2
12,2,3,0.4385377734589657,0.8472154305573805,0.853910344648674,82.88677287101746,8.45748,500.0,70.0,2
13,3,MapOutlier,,,,0.0,8.45748,,,2
14,4,Avedmat,,,,0.1580953598022461,,,,2
15,0,1,0.4656182457432808,0.8440068428502869,0.9193416167280092,127.52378034591676,8.65668,150.0,1.0,3
16,1,2,0.3524471781056278,0.80936089803437,0.8755980840240504,7.433884620666504,8.65668,150.0,51.0,3
17,2,3,0.4664449621400894,0.8477215771028384,0.8571237367366564,105.63048338890076,8.65668,500.0,70.0,3
18,3,MapOutlier,,,,0.0,8.65668,,,3
19,4,Avedmat,,,,0.1580953598022461,,,,3
20,0,1,0.461288269298039,0.8426083221491893,0.9055819058085948,149.53316831588745,8.14044,150.0,1.0,4
21,1,2,0.3704008137777752,0.8199649484762029,0.870211066763987,6.369047403335571,8.14044,150.0,51.0,4
22,2,3,0.450659256631035,0.8441338917069644,0.8160201540198098,60.26103520393371,8.14044,500.0,70.0,4
23,3,MapOutlier,,,,0.0,8.14044,,,4
24,4,Avedmat,,,,0.1580953598022461,,,,4
25,0,1,0.4678253501938422,0.8477901008480956,0.9167684143011092,170.920583486557,7.93,150.0,1.0,5
26,1,2,0.3426751400067944,0.8067965206977663,0.8643389809156915,5.74343204498291,7.93,150.0,51.0,5
27,2,3,0.4214154459492808,0.8414364353978425,0.8726749998853107,64.64626502990723,7.93,500.0,70.0,5
28,3,MapOutlier,,,,0.0,7.93,,,5
29,4,Avedmat,,,,0.110485553741455,,,,5
30,0,1,0.4809552399280684,0.8447084134644357,0.9025618740792978,73.83202958106995,7.66304,150.0,1.0,6
31,1,2,0.3521316017112303,0.8094323698053196,0.8531052161257132,5.243994474411011,7.66304,150.0,51.0,6
32,2,3,0.3156437877382363,0.7760838154707493,0.8531399728759528,40.23070549964905,7.66304,500.0,70.0,6
33,3,MapOutlier,,,,0.0,7.66304,,,6
34,4,Avedmat,,,,0.110485553741455,,,,6
35,0,1,0.4536036256187635,0.8383696517213127,0.9053612981611012,151.44616627693176,7.87937,150.0,1.0,7
36,1,2,0.3680575797447268,0.8143737137742293,0.8556826646455064,5.043172121047974,7.87937,150.0,51.0,7
37,2,3,0.4376941510453976,0.839261934476009,0.8368795748249986,57.37867856025696,7.87937,500.0,70.0,7
38,3,MapOutlier,,,,0.0,7.87937,,,7
39,4,Avedmat,,,,0.110485553741455,,,,7
40,0,1,0.4563857474113813,0.8402279532796305,0.9093562528482284,157.67381811141968,7.9072,150.0,1.0,8
41,1,2,0.3392322923893581,0.8031880527294664,0.8651319503726906,6.075032711029053,7.9072,150.0,51.0,8
42,2,3,0.3942419296965276,0.8304159221081293,0.873267404024091,63.68383264541626,7.9072,500.0,70.0,8
43,3,MapOutlier,,,,0.0,7.9072,,,8
44,4,Avedmat,,,,0.110485553741455,,,,8
45,0,1,0.4409389828251662,0.8392355789651426,0.9035299213031852,165.6813530921936,7.99864,150.0,1.0,9
46,1,2,0.3559469258401618,0.810949629568232,0.8567323755361083,5.248772144317627,7.99864,150.0,51.0,9
47,2,3,0.4392533388357572,0.844713988324787,0.8453255550653702,63.588196754455566,7.99864,500.0,70.0,9
48,3,MapOutlier,,,,0.0,7.99864,,,9
49,4,Avedmat,,,,0.110485553741455,,,,9
50,0,1,0.4796061467857864,0.8479750770752993,0.9049812209240912,139.7588610649109,7.86829,150.0,1.0,10
51,1,2,0.3595868962520835,0.8202416264064959,0.8704840212636114,5.1192262172698975,7.86829,150.0,51.0,10
52,2,3,0.4363953399622566,0.8469297471694601,0.8525880506776085,60.57320952415466,7.86829,500.0,70.0,10
53,3,MapOutlier,,,,0.0,7.86829,,,10
54,4,Avedmat,,,,0.110485553741455,,,,10
55,0,1,0.4868023612988253,0.8488481700588459,0.9133564727828544,180.49926471710205,8.09031,150.0,1.0,11
56,1,2,0.377388705292102,0.8205506083882663,0.8635168552902004,6.710539102554321,8.09031,150.0,51.0,11
57,2,3,0.4131351020509913,0.8398101580155407,0.8793013932253864,71.46719980239868,8.09031,500.0,70.0,11
58,3,MapOutlier,,,,0.0,8.09031,,,11
59,4,Avedmat,,,,0.110485553741455,,,,11
60,0,1,0.4502790803333276,0.8366819047967204,0.9014528042399856,92.60383009910583,7.60353,150.0,1.0,12
61,1,2,0.3641631131260131,0.8181997281750508,0.8659781239907232,4.847793340682983,7.60353,150.0,51.0,12
62,2,3,0.4229965119344299,0.8313272169927299,0.852339616323167,46.609822273254395,7.60353,500.0,70.0,12
63,3,MapOutlier,,,,0.0,7.60353,,,12
64,4,Avedmat,,,,0.110485553741455,,,,12
65,0,1,0.4346580484834863,0.8356400572460329,0.8983173991263832,157.27246117591858,8.02644,150.0,1.0,13
66,1,2,0.3812406781335841,0.8304205462120668,0.8700393199311376,4.830055952072144,8.02644,150.0,51.0,13
67,2,3,0.4327376585696364,0.8434951432634668,0.8493954844126839,57.606751918792725,8.02644,500.0,70.0,13
68,3,MapOutlier,,,,0.0,8.02644,,,13
69,4,Avedmat,,,,0.110485553741455,,,,13
70,0,1,0.4525311821593252,0.8419427862525154,0.9037607931500486,170.01106309890747,7.78983,150.0,1.0,14
71,1,2,0.3521515636865805,0.8042340029196121,0.8613074276527808,5.542842864990234,7.78983,150.0,51.0,14
72,2,3,0.4537487084274903,0.8416020354762628,0.8512966036629336,68.43615746498108,7.78983,500.0,70.0,14
73,3,MapOutlier,,,,0.0,7.78983,,,14
74,4,Avedmat,,,,0.110485553741455,,,,14
75,0,1,0.4645425405414931,0.8450382826862936,0.9151611625082192,133.08559131622314,8.2233,150.0,1.0,15
76,1,2,0.3464389867941366,0.8135533373294661,0.8709995640764315,5.044028997421265,8.2233,150.0,51.0,15
77,2,3,0.4221069628476353,0.8360805477321467,0.866305170846789,66.73467493057251,8.2233,500.0,70.0,15
78,3,MapOutlier,,,,0.0,8.2233,,,15
79,4,Avedmat,,,,0.110485553741455,,,,15
80,0,1,0.4554669334794649,0.8424483553840546,0.9101928405188754,190.783478975296,7.96601,150.0,1.0,16
81,1,2,0.3426160520006874,0.8039606665410294,0.8533080080479015,5.324050426483154,7.96601,150.0,51.0,16
82,2,3,0.4323819403340642,0.8427765973355434,0.8473330479826904,63.675798654556274,7.96601,500.0,70.0,16
83,3,MapOutlier,,,,0.0,7.96601,,,16
84,4,Avedmat,,,,0.110485553741455,,,,16
85,0,1,0.4481808085596195,0.8416389888932906,0.9163890204208516,141.71656966209412,8.09943,150.0,1.0,17
86,1,2,0.3509404249077034,0.8177318721163194,0.8704307320636551,5.450327396392822,8.09943,150.0,51.0,17
87,2,3,0.4525203842481323,0.8468396420191999,0.8509798680929138,73.98902750015259,8.09943,500.0,70.0,17
88,3,MapOutlier,,,,0.0,8.09943,,,17
89,4,Avedmat,,,,0.110485553741455,,,,17
90,0,1,0.4751673239761401,0.845575535002809,0.9133231657148384,157.9040026664734,8.05369,150.0,1.0,18
91,1,2,0.3692609958523613,0.8231823346491125,0.864408424850675,5.525670289993286,8.05369,150.0,51.0,18
92,2,3,0.4108876694125376,0.8402997034228123,0.8785034235589225,68.7033793926239,8.05369,500.0,70.0,18
93,3,MapOutlier,,,,0.0,8.05369,,,18
94,4,Avedmat,,,,0.110485553741455,,,,18
95,0,1,0.4373946038216535,0.8361906240392524,0.9042678842512126,153.1151852607727,7.88689,150.0,1.0,19
96,1,2,0.381152545026337,0.8257125544215689,0.8694643926749118,5.264545917510986,7.88689,150.0,51.0,19
97,2,3,0.4396566542233621,0.8501801452724029,0.8559144681030557,61.32266187667847,7.88689,500.0,70.0,19
98,3,MapOutlier,,,,0.0,7.88689,,,19
99,4,Avedmat,,,,0.110485553741455,,,,19
100,0,1,0.4688775876609087,0.845549633338771,0.9161057639721292,225.3493719100952,8.12744,150.0,1.0,20
101,1,2,0.3669328150589487,0.8190580823038577,0.8594446823134784,5.623110294342041,8.12744,150.0,51.0,20
102,2,3,0.4097408234603963,0.8352327051589487,0.8771175027457451,67.2557418346405,8.12744,500.0,70.0,20
