,Step,Qlocal,Qglobal,corr,runningtime,curvature,nunit,maxsizeofunit
0,1,,,,9.815290927886963,6.36022,106.0,1.0
1,2,0.5454554177117222,0.8575716829010356,0.891403145684892,11.836226224899292,6.36022,106.0,23.0
2,MapOutlier,,,,0.0,6.36022,,
3,Avedmat,,,,0.0935049057006836,,,
